id;motExcl;nrProc;tpOper;tpAmb;aplicEmi;verAplic;nrInsc;iniValid;fimValid;planoCtaRef;freqEncerr;cCta;cCtaInterna;cDbrMista;nomeCta;indCta;descCta;cCtaSup;cCtaRef;nivelCta;natCta;codNat;codTrib;indTribISS;idLeiDisp;iniVig;fimVig
DeRE10111000000123456782026090212000000007;;;1;2;1;dere-poc/0.1;01914904;10/01/2026;;5;A;1020000000000000;1020000000000;000;CONTRIBUIÇÕES SOBRE 13° SALÁRIO;S;;1020000000000;1020000000000;5;D;1;;;;10/01/2026;
DeRE10111000000123456782026090212000000007;;;1;2;1;dere-poc/0.1;01914904;10/01/2026;;5;A;1020000000000000;1020000000000;000;PATROCINADOR(ES);S;;1020000000000;1020000000000;6;D;1;;;;10/01/2026;
DeRE10111000000123456782026090212000000007;;;1;2;1;dere-poc/0.1;01914904;10/01/2026;;5;A;1020000000000000;1020000000000;000;INSTITUIDOR(ES);S;;1020000000000;1020000000000;6;D;1;;;;10/01/2026;
DeRE10111000000123456782026090212000000007;;;1;2;1;dere-poc/0.1;01914904;10/01/2026;;5;A;1020000000000000;1020000000000;000;PARTICIPANTES;S;;1020000000000;1020000000000;6;D;1;;;;10/01/2026;
DeRE10111000000123456782026090212000000007;;;1;2;1;dere-poc/0.1;01914904;10/01/2026;;5;A;1020000000000000;1020000000000;000;PARTICIPANTES;A;"Registra os duodécimos mensais referentes às contribuições previdenciais dos participantes incidentes sobre o 13º salário, previstos na avaliação atuarial e não incluídos nas Provisões Matemáticas. Debitada pela apropriação do duodécimo mensal; creditada pela reversão da provisão ou pela transferência do saldo acumulado para Contribuições do Mês quando do pagamento do 13º.";1020000000000;1020000000000;7;D;1;;;;10/01/2026;
DeRE10111000000123456782026090212000000007;;;1;2;1;dere-poc/0.1;01914904;10/01/2026;;5;A;1020000000000000;1020000000000;000;AUTOPATROCINADOS;S;;1020000000000;1020000000000;6;D;1;;;;10/01/2026;
DeRE10111000000123456782026090212000000007;;;1;2;1;dere-poc/0.1;01914904;10/01/2026;;5;A;1020000000000000;1020000000000;000;PARTICIPANTES EM BPD;S;;1020000000000;1020000000000;6;D;1;;;;10/01/2026;
DeRE10111000000123456782026090212000000007;;;1;2;1;dere-poc/0.1;01914904;10/01/2026;;5;A;1020000000000000;1020000000000;000;EMPREGADOR(ES) DE PLANOS INSTITUÍDOS;S;;1020000000000;1020000000000;6;D;1;;;;10/01/2026;
DeRE10111000000123456782026090212000000007;;;1;2;1;dere-poc/0.1;01914904;10/01/2026;;5;A;1020000000000000;1020000000000;000;OPERAÇÕES CONTRATADAS;S;;1020000000000;1020000000000;5;D;1;;;;10/01/2026;
DeRE10111000000123456782026090212000000007;;;1;2;1;dere-poc/0.1;01914904;10/01/2026;;5;A;1020000000000000;1020000000000;000;CONTRIBUIÇÕES EM ATRASO CONTRATADAS;S;;1020000000000;1020000000000;6;D;1;;;;10/01/2026;
DeRE10111000000123456782026090212000000007;;;1;2;1;dere-poc/0.1;01914904;10/01/2026;;5;A;1020000000000000;1020000000000;000;SERVIÇO PASSADO CONTRATADO;S;;1020000000000;1020000000000;6;D;1;;;;10/01/2026;
DeRE10111000000123456782026090212000000007;;;1;2;1;dere-poc/0.1;01914904;10/01/2026;;5;A;1020000000000000;1020000000000;000;INSTRUMENTOS COM CLÁUSULA FINANCEIRA;S;;1020000000000;1020000000000;7;D;1;;;;10/01/2026;
DeRE10111000000123456782026090212000000007;;;1;2;1;dere-poc/0.1;01914904;10/01/2026;;5;A;1020000000000000;1020000000000;000;INSTRUMENTOS COM CLÁUSULA ATUARIAL;S;;1020000000000;1020000000000;7;D;1;;;;10/01/2026;
DeRE10111000000123456782026090212000000007;;;1;2;1;dere-poc/0.1;01914904;10/01/2026;;5;A;1020000000000000;1020000000000;000;INSTRUMENTOS COM CLÁUSULAS FINANCEIRA E ATUARIAL;S;;1020000000000;1020000000000;7;D;1;;;;10/01/2026;
DeRE10111000000123456782026090212000000007;;;1;2;1;dere-poc/0.1;01914904;10/01/2026;;5;A;1020000000000000;1020000000000;000;DÉFICIT TÉCNICO CONTRATADO;S;;1020000000000;1020000000000;6;D;1;;;;10/01/2026;
DeRE10111000000123456782026090212000000007;;;1;2;1;dere-poc/0.1;01914904;10/01/2026;;5;A;1020000000000000;1020000000000;000;INSTRUMENTOS COM CLÁUSULA FINANCEIRA;S;;1020000000000;1020000000000;7;D;1;;;;10/01/2026;
DeRE10111000000123456782026090212000000007;;;1;2;1;dere-poc/0.1;01914904;10/01/2026;;5;A;1020000000000000;1020000000000;000;INSTRUMENTOS COM CLÁUSULA ATUARIAL;S;;1020000000000;1020000000000;7;D;1;;;;10/01/2026;
DeRE10111000000123456782026090212000000007;;;1;2;1;dere-poc/0.1;01914904;10/01/2026;;5;A;1020000000000000;1020000000000;000;INSTRUMENTOS COM CLÁUSULAS FINANCEIRA E ATUARIAL;S;;1020000000000;1020000000000;7;D;1;;;;10/01/2026;
DeRE10111000000123456782026090212000000007;;;1;2;1;dere-poc/0.1;01914904;10/01/2026;;5;A;1020000000000000;1020000000000;000;OUTRAS CONTRATAÇÕES;S;;1020000000000;1020000000000;6;D;1;;;;10/01/2026;
DeRE10111000000123456782026090212000000007;;;1;2;1;dere-poc/0.1;01914904;10/01/2026;;5;A;1020000000000000;1020000000000;000;INSTRUMENTOS COM CLÁUSULA FINANCEIRA;S;;1020000000000;1020000000000;7;D;1;;;;10/01/2026;
DeRE10111000000123456782026090212000000007;;;1;2;1;dere-poc/0.1;01914904;10/01/2026;;5;A;1020000000000000;1020000000000;000;INSTRUMENTOS COM CLÁUSULA ATUARIAL;S;;1020000000000;1020000000000;7;D;1;;;;10/01/2026;
DeRE10111000000123456782026090212000000007;;;1;2;1;dere-poc/0.1;01914904;10/01/2026;;5;A;1020000000000000;1020000000000;000;INSTRUMENTOS COM CLÁUSULAS FINANCEIRA E ATUARIAL;S;;1020000000000;1020000000000;7;D;1;;;;10/01/2026;
DeRE10111000000123456782026090212000000007;;;1;2;1;dere-poc/0.1;01914904;10/01/2026;;5;A;1020000000000000;1020000000000;000;(-) PROVISÃO PARA PERDAS;S;;1020000000000;1020000000000;6;C;1;;;;10/01/2026;
DeRE10111000000123456782026090212000000007;;;1;2;1;dere-poc/0.1;01914904;10/01/2026;;5;A;1020000000000000;1020000000000;000;OUTROS RECURSOS A RECEBER - PREVIDENCIAL;S;;1020000000000;1020000000000;5;D;1;;;;10/01/2026;
DeRE10111000000123456782026090212000000007;;;1;2;1;dere-poc/0.1;01914904;10/01/2026;;5;A;1020000000000000;1020000000000;000;OUTROS RECURSOS A RECEBER;S;;1020000000000;1020000000000;6;D;1;;;;10/01/2026;
DeRE10111000000123456782026090212000000007;;;1;2;1;dere-poc/0.1;01914904;10/01/2026;;5;A;1020000000000000;1020000000000;000;(-) PROVISÃO PARA PERDAS;S;;1020000000000;1020000000000;6;C;1;;;;10/01/2026;
DeRE10111000000123456782026090212000000007;;;1;2;1;dere-poc/0.1;01914904;10/01/2026;;5;A;1020000000000000;1020000000000;000;ADIANTAMENTOS;S;;1020000000000;1020000000000;4;D;1;;;;10/01/2026;
DeRE10111000000123456782026090212000000007;;;1;2;1;dere-poc/0.1;01914904;10/01/2026;;5;A;1020000000000000;1020000000000;000;CUSTEIO ADMINISTRATIVO ANTECIPADO;S;;1020000000000;1020000000000;4;D;1;;;;10/01/2026;
DeRE10111000000123456782026090212000000007;;;1;2;1;dere-poc/0.1;01914904;10/01/2026;;5;A;1020000000000000;1020000000000;000;DEPÓSITOS JUDICIAIS / RECURSAIS;S;;1020000000000;1020000000000;4;D;1;;;;10/01/2026;
DeRE10111000000123456782026090212000000007;;;1;2;1;dere-poc/0.1;01914904;10/01/2026;;5;A;1020000000000000;1020000000000;000;RECURSOS A RECEBER - PRECATÓRIOS;S;;1020000000000;1020000000000;4;D;1;;;;10/01/2026;
DeRE10111000000123456782026090212000000007;;;1;2;1;dere-poc/0.1;01914904;10/01/2026;;5;A;1020000000000000;1020000000000;000;OUTROS REALIZÁVEIS - PREVIDENCIAL;S;;1020000000000;1020000000000;4;D;1;;;;10/01/2026;
DeRE10111000000123456782026090212000000007;;;1;2;1;dere-poc/0.1;01914904;10/01/2026;;5;A;1020000000000000;1020000000000;000;OUTROS REALIZÁVEIS;S;;1020000000000;1020000000000;5;D;1;;;;10/01/2026;
DeRE10111000000123456782026090212000000007;;;1;2;1;dere-poc/0.1;01914904;10/01/2026;;5;A;1020000000000000;1020000000000;000;RECURSOS DO PLANO;A;"Registra outros direitos realizáveis da Gestão Previdencial de titularidade do plano de benefícios não classificáveis nas contas anteriores, como valores a receber do PGA, de terceiros ou de outros planos. Debitada pelo reconhecimento do direito; creditada pelo recebimento, compensação ou baixa.";1020000000000;1020000000000;6;D;1;;;;10/01/2026;
DeRE10111000000123456782026090212000000007;;;1;2;1;dere-poc/0.1;01914904;10/01/2026;;5;A;1020000000000000;1020000000000;000;IMPOSTO A COMPENSAR;A;"Registra os valores de impostos retidos ou recolhidos a maior pelo plano de benefícios que a Entidade tem direito de compensar conforme a legislação tributária vigente (ex.: IRRF sobre benefícios). Debitada pelo reconhecimento do crédito tributário; creditada pela compensação efetivada ou pela restituição recebida.";1020000000000;1020000000000;6;D;1;;;;10/01/2026;
DeRE10111000000123456782026090212000000007;;;1;2;1;dere-poc/0.1;01914904;10/01/2026;;5;A;1020000000000000;1020000000000;000;(-) PROVISÃO PARA PERDAS;S;;1020000000000;1020000000000;5;C;1;;;;10/01/2026;
DeRE10111000000123456782026090212000000007;;;1;2;1;dere-poc/0.1;01914904;10/01/2026;;5;A;1020000000000000;1020000000000;000;GESTÃO ADMINISTRATIVA;S;;1020000000000;1020000000000;3;D;1;;;;10/01/2026;
DeRE10111000000123456782026090212000000007;;;1;2;1;dere-poc/0.1;01914904;10/01/2026;;5;A;1020000000000000;1020000000000;000;CONTAS A RECEBER;S;;1020000000000;1020000000000;4;D;1;;;;10/01/2026;
DeRE10111000000123456782026090212000000007;;;1;2;1;dere-poc/0.1;01914904;10/01/2026;;5;A;1020000000000000;1020000000000;000;CONTRIBUIÇÕES PARA CUSTEIO DO MÊS;S;;1020000000000;1020000000000;5;D;1;;;;10/01/2026;
DeRE10111000000123456782026090212000000007;;;1;2;1;dere-poc/0.1;01914904;10/01/2026;;5;A;1020000000000000;1020000000000;000;PATROCINADOR(ES);S;;1020000000000;1020000000000;6;D;1;;;;10/01/2026;
DeRE10111000000123456782026090212000000007;;;1;2;1;dere-poc/0.1;01914904;10/01/2026;;5;A;1020000000000000;1020000000000;000;INSTITUIDOR(ES);S;;1020000000000;1020000000000;6;D;1;;;;10/01/2026;
DeRE10111000000123456782026090212000000007;;;1;2;1;dere-poc/0.1;01914904;10/01/2026;;5;A;1020000000000000;1020000000000;000;PARTICIPANTES;S;;1020000000000;1020000000000;6;D;1;;;;10/01/2026;
DeRE10111000000123456782026090212000000007;;;1;2;1;dere-poc/0.1;01914904;10/01/2026;;5;A;1020000000000000;1020000000000;000;AUTOPATROCINADOS;S;;1020000000000;1020000000000;6;D;1;;;;10/01/2026;
DeRE10111000000123456782026090212000000007;;;1;2;1;dere-poc/0.1;01914904;10/01/2026;;5;A;1020000000000000;1020000000000;000;PARTICIPANTES EM BPD;S;;1020000000000;1020000000000;6;D;1;;;;10/01/2026;
DeRE10111000000123456782026090212000000007;;;1;2;1;dere-poc/0.1;01914904;10/01/2026;;5;A;1020000000000000;1020000000000;000;EMPREGADOR(ES) DE PLANOS INSTITUÍDOS;S;;1020000000000;1020000000000;6;D;1;;;;10/01/2026;
DeRE10111000000123456782026090212000000007;;;1;2;1;dere-poc/0.1;01914904;10/01/2026;;5;A;1020000000000000;1020000000000;000;CONTRIBUIÇÕES PARA CUSTEIO EM ATRASO;S;;1020000000000;1020000000000;5;D;1;;;;10/01/2026;
DeRE10111000000123456782026090212000000007;;;1;2;1;dere-poc/0.1;01914904;10/01/2026;;5;A;1020000000000000;1020000000000;000;PATROCINADOR(ES);S;;1020000000000;1020000000000;6;D;1;;;;10/01/2026;
DeRE10111000000123456782026090212000000007;;;1;2;1;dere-poc/0.1;01914904;10/01/2026;;5;A;1020000000000000;1020000000000;000;INSTITUIDOR(ES);S;;1020000000000;1020000000000;6;D;1;;;;10/01/2026;
DeRE10111000000123456782026090212000000007;;;1;2;1;dere-poc/0.1;01914904;10/01/2026;;5;A;1020000000000000;1020000000000;000;PARTICIPANTES;S;;1020000000000;1020000000000;6;D;1;;;;10/01/2026;
DeRE10111000000123456782026090212000000007;;;1;2;1;dere-poc/0.1;01914904;10/01/2026;;5;A;1020000000000000;1020000000000;000;AUTOPATROCINADOS;S;;1020000000000;1020000000000;6;D;1;;;;10/01/2026;
DeRE10111000000123456782026090212000000007;;;1;2;1;dere-poc/0.1;01914904;10/01/2026;;5;A;1020000000000000;1020000000000;000;PARTICIPANTES EM BPD;S;;1020000000000;1020000000000;6;D;1;;;;10/01/2026;
DeRE10111000000123456782026090212000000007;;;1;2;1;dere-poc/0.1;01914904;10/01/2026;;5;A;1020000000000000;1020000000000;000;EMPREGADOR(ES) DE PLANOS INSTITUÍDOS;S;;1020000000000;1020000000000;6;D;1;;;;10/01/2026;
DeRE10111000000123456782026090212000000007;;;1;2;1;dere-poc/0.1;01914904;10/01/2026;;5;A;1020000000000000;1020000000000;000;(-) PROVISÃO PARA PERDAS;S;;1020000000000;1020000000000;6;C;1;;;;10/01/2026;
DeRE10111000000123456782026090212000000007;;;1;2;1;dere-poc/0.1;01914904;10/01/2026;;5;A;1020000000000000;1020000000000;000;CONTRIBUIÇÕES PARA CUSTEIO CONTRATADAS;S;;1020000000000;1020000000000;5;D;1;;;;10/01/2026;
DeRE10111000000123456782026090212000000007;;;1;2;1;dere-poc/0.1;01914904;10/01/2026;;5;A;1020000000000000;1020000000000;000;CONTRIBUIÇÕES EM ATRASO CONTRATADAS;S;;1020000000000;1020000000000;6;D;1;;;;10/01/2026;
DeRE10111000000123456782026090212000000007;;;1;2;1;dere-poc/0.1;01914904;10/01/2026;;5;A;1020000000000000;1020000000000;000;SERVIÇO PASSADO CONTRATADO;S;;1020000000000;1020000000000;6;D;1;;;;10/01/2026;
DeRE10111000000123456782026090212000000007;;;1;2;1;dere-poc/0.1;01914904;10/01/2026;;5;A;1020000000000000;1020000000000;000;OUTRAS CONTRATAÇÕES;S;;1020000000000;1020000000000;6;D;1;;;;10/01/2026;
DeRE10111000000123456782026090212000000007;;;1;2;1;dere-poc/0.1;01914904;10/01/2026;;5;A;1020000000000000;1020000000000;000;(-) PROVISÃO PARA PERDAS;S;;1020000000000;1020000000000;6;C;1;;;;10/01/2026;
DeRE10111000000123456782026090212000000007;;;1;2;1;dere-poc/0.1;01914904;10/01/2026;;5;A;1020000000000000;1020000000000;000;RESPONSABILIDADE DE EMPREGADOS;S;;1020000000000;1020000000000;5;D;1;;;;10/01/2026;
DeRE10111000000123456782026090212000000007;;;1;2;1;dere-poc/0.1;01914904;10/01/2026;;5;A;1020000000000000;1020000000000;000;RESPONSABILIDADE DE TERCEIROS;S;;1020000000000;1020000000000;5;D;1;;;;10/01/2026;
DeRE10111000000123456782026090212000000007;;;1;2;1;dere-poc/0.1;01914904;10/01/2026;;5;A;1020000000000000;1020000000000;000;OUTROS RECURSOS A RECEBER - ADMINISTRATIVA;S;;1020000000000;1020000000000;5;D;1;;;;10/01/2026;
DeRE10111000000123456782026090212000000007;;;1;2;1;dere-poc/0.1;01914904;10/01/2026;;5;A;1020000000000000;1020000000000;000;OUTROS RECURSOS A RECEBER;S;;1020000000000;1020000000000;6;D;1;;;;10/01/2026;
DeRE10111000000123456782026090212000000007;;;1;2;1;dere-poc/0.1;01914904;10/01/2026;;5;A;1020000000000000;1020000000000;000;RECURSOS ADMINISTRATIVOS DO PLANO;A;"Registra os recursos administrativos a receber pelo PGA junto ao plano de benefícios, não classificáveis nas contas de contribuições para custeio, tais como reembolsos de despesas pagas pela Gestão Administrativa por conta do plano. Debitada pelo reconhecimento do direito; creditada pelo recebimento ou compensação com o plano.";1020000000000;1020000000000;7;D;1;;;;10/01/2026;
DeRE10111000000123456782026090212000000007;;;1;2;1;dere-poc/0.1;01914904;10/01/2026;;5;A;1020000000000000;1020000000000;000;(-) PROVISÃO PARA PERDAS;S;;1020000000000;1020000000000;6;C;1;;;;10/01/2026;
DeRE10111000000123456782026090212000000007;;;1;2;1;dere-poc/0.1;01914904;10/01/2026;;5;A;1020000000000000;1020000000000;000;DESPESAS ANTECIPADAS;S;;1020000000000;1020000000000;4;D;1;;;;10/01/2026;
DeRE10111000000123456782026090212000000007;;;1;2;1;dere-poc/0.1;01914904;10/01/2026;;5;A;1020000000000000;1020000000000;000;ABRAPP - CONTRIBUIÇÕES ANTECIPADAS;A;"Registra as contribuições associativas à ABRAPP pagas antecipadamente pela Gestão Administrativa e que contribuirão para a formação do resultado de meses subsequentes. Debitada pelo pagamento antecipado da anuidade; creditada pela apropriação mensal (pro rata) à despesa administrativa 4.02.01.05.02.00.00.";1020000000000;1020000000000;5;D;1;;;;10/01/2026;
DeRE10111000000123456782026090212000000007;;;1;2;1;dere-poc/0.1;01914904;10/01/2026;;5;A;1020000000000000;1020000000000;000;PRÊMIOS E SEGUROS;A;"Registra os prêmios de seguros (ex.: D&O, patrimonial) pagos antecipadamente pela Gestão Administrativa, cuja vigência abrange meses subsequentes. Debitada pelo pagamento da apólice; creditada pela apropriação mensal à despesa administrativa ao longo do período de vigência do contrato.";1020000000000;1020000000000;5;D;1;;;;10/01/2026;
DeRE10111000000123456782026090212000000007;;;1;2;1;dere-poc/0.1;01914904;10/01/2026;;5;A;1020000000000000;1020000000000;000;TAFIC - TAXA DE FISCALIZAÇÃO E CONTROLE;A;"Registra a Taxa de Fiscalização e Controle da Previdência Complementar (TAFIC) paga antecipadamente (quadrimestral) pela Gestão Administrativa. Debitada pelo recolhimento da taxa; creditada pela apropriação mensal à despesa de tributos 4.02.01.07.04.00.00, de forma a distribuir o custo pelos meses de competência.";1020000000000;1020000000000;5;D;1;;;;10/01/2026;
